Track	Artist	Album	Genre	Duration	Play Date	Play Time (ET)
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-12-04	21:07
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-12-05	20:06
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-12-05	20:15
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-12-05	20:24
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-05	20:38
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-12-05	20:49
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-12-05	21:02
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-12-05	21:07
John Coltrane	Giant Steps	Giant Steps	Jazz	4:43	2024-12-06	20:20
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-12-06	20:35
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-12-07	20:07
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-12-07	20:19
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-07	20:26
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-12-07	20:36
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-12-07	20:51
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-12-07	21:04
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-12-08	20:01
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-12-08	20:16
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-12-08	20:25
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-12-08	20:35
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-12-09	20:08
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-12-09	20:20
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-12-09	20:30
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-09	20:38
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-12-09	20:47
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-12-09	20:55
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-12-09	21:10
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-10	20:27
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-12-10	20:35
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-10	20:41
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-12-10	20:46
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-12-10	21:00
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-12-10	21:10
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-12-11	20:20
Fleet Foxes	Blue Ridge Mountains	Fleet Foxes	Indie Folk	3:55	2024-12-11	20:35
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-12-11	20:47
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-12-11	20:58
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-12-11	21:10
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-12-11	21:21
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-12-12	20:16
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-12	20:22
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-12-12	20:25
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-12-12	20:37
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-13	20:10
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-12-13	20:20
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-12-13	20:26
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-12-14	20:02
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-14	20:13
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-12-15	20:18
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-12-15	20:26
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-12-15	20:35
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-12-15	20:39
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-12-16	20:10
Iron and Wine	Passing Afternoon	Our Endless Numbered Days	Indie Folk	3:44	2024-12-16	20:26
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-16	20:29
Fleet Foxes	Helplessness Blues	Helplessness Blues	Indie Folk	5:03	2024-12-16	20:36
John Coltrane	Naima	Giant Steps	Jazz	4:23	2024-12-17	20:05
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-12-17	20:09
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-12-18	20:00
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-18	20:14
John Coltrane	Equinox	Coltrane's Sound	Jazz	7:54	2024-12-18	20:20
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-12-18	20:23
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-12-18	20:27
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-12-18	20:32
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-12-18	20:35
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-18	20:47
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-12-19	20:24
Tommy Emmanuel	Mombasa	Endless Road	Fingerstyle / Acoustic	4:44	2024-12-19	20:28
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-12-20	20:28
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-12-20	20:43
Kaki King	Playing with Pink Noise	Junior	Fingerstyle / Acoustic	3:14	2024-12-21	20:03
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-12-21	20:09
Tommy Emmanuel	Classical Gas	Fingerpicking Good	Fingerstyle / Acoustic	3:28	2024-12-21	20:24
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-12-21	20:38
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-12-21	20:44
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-22	20:15
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-12-22	20:21
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-12-22	20:33
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-12-22	20:40
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-12-22	20:53
Kaki King	Cargo Cult	Glow	Fingerstyle / Acoustic	3:48	2024-12-23	20:07
Andy McKee	Rylynn	Art of Motion	Fingerstyle / Acoustic	4:45	2024-12-23	20:18
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-12-23	20:22
Miles Davis	Freddie Freeloader	Kind of Blue	Jazz	9:46	2024-12-24	20:06
Iron and Wine	Cinder and Smoke	The Shepherd's Dog	Indie Folk	4:52	2024-12-24	20:12
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-12-24	20:20
John Coltrane	My Favorite Things	My Favorite Things	Jazz	13:41	2024-12-24	20:26
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-12-24	20:39
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-12-24	20:49
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-24	20:57
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-12-25	20:13
Fleet Foxes	Montezuma	Helplessness Blues	Indie Folk	4:19	2024-12-25	20:21
Miles Davis	So What	Kind of Blue	Jazz	9:22	2024-12-25	20:32
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-26	20:03
Johann Sebastian Bach	BWV 1004 Chaconne (Hilary Hahn)	Partitas for Solo Violin	Classical	14:12	2024-12-26	20:14
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-12-26	20:25
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-26	20:36
Kaki King	You Are the Blood	Junior	Fingerstyle / Acoustic	4:31	2024-12-26	20:50
Miles Davis	Blue in Green	Kind of Blue	Jazz	5:37	2024-12-27	20:08
Johann Sebastian Bach	Prelude in C Major BWV 846 (Angela Hewitt)	Well-Tempered Clavier Book I	Classical	2:14	2024-12-27	20:22
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-27	20:32
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-12-27	20:40
Tommy Emmanuel	Angelina	It's Never Too Late	Fingerstyle / Acoustic	3:42	2024-12-28	20:16
Iron and Wine	Naked as We Came	Woman King	Indie Folk	2:40	2024-12-28	20:21
Andy McKee	Art of Motion	Art of Motion	Fingerstyle / Acoustic	5:29	2024-12-28	20:37
Iron and Wine	Resurrection Fern	The Shepherd's Dog	Indie Folk	4:08	2024-12-28	20:53
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-28	21:07
Iron and Wine	Flightless Bird American Mouth	The Shepherd's Dog	Indie Folk	2:58	2024-12-28	21:10
Johann Sebastian Bach	Cello Suite No. 1 - Prelude (Yo-Yo Ma)	Six Unaccompanied Cello Suites	Classical	2:23	2024-12-28	21:22
Andy McKee	Tight Trite Night	Joyland	Fingerstyle / Acoustic	4:20	2024-12-29	20:08
Miles Davis	All Blues	Kind of Blue	Jazz	11:33	2024-12-29	20:14
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-29	20:25
Johann Sebastian Bach	Goldberg Variations - Aria (Glenn Gould 1981)	Goldberg Variations	Classical	2:57	2024-12-29	20:31
Andy McKee	Drifting	Art of Motion	Fingerstyle / Acoustic	5:02	2024-12-29	20:41
Andy McKee	For My Father	Joyland	Fingerstyle / Acoustic	3:57	2024-12-30	20:17
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-30	20:22
Tommy Emmanuel	The Whopper	Live One	Fingerstyle / Acoustic	5:11	2024-12-30	20:37
Tommy Emmanuel	Somewhere Over the Rainbow	Endless Road	Fingerstyle / Acoustic	4:18	2024-12-30	20:46
Fleet Foxes	White Winter Hymnal	Fleet Foxes	Indie Folk	2:27	2024-12-30	20:58
Johann Sebastian Bach	Air on the G String (Academy of St Martin)	Orchestral Suites	Classical	5:38	2024-12-30	21:09
Fleet Foxes	Mykonos	Sun Giant EP	Indie Folk	4:00	2024-12-30	21:14
John Coltrane	A Love Supreme Part I - Acknowledgement	A Love Supreme	Jazz	7:44	2024-12-30	21:20
